Id,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
3073,ADULT,1507,3,25 to 34 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2005,FALSE,3
3074,ADULT,28,22,60 to 64 years,Mission Bay,January,2016,email,TRUE,2003,FALSE,6
3075,SENIOR,481,168,65 to 74 years,Potrero,July,2016,email,TRUE,2003,FALSE,
3076,ADULT,48,15,65 to 74 years,Richmond,March,2014,email,TRUE,2009,FALSE,1
3077,ADULT,19,10,35 to 44 years,Chinatown,July,2016,email,TRUE,2016,FALSE,11
3078,ADULT,15,8,25 to 34 years,Main Library,March,2013,email,TRUE,2012,FALSE,9
3079,ADULT,2,0,60 to 64 years,Marina,September,2010,email,TRUE,2008,TRUE,
3080,ADULT,7,0,35 to 44 years,Main Library,January,2014,email,TRUE,2012,FALSE,
3081,SENIOR,22,5,65 to 74 years,Ortega,March,2016,email,TRUE,2005,FALSE,4
3082,ADULT,24,0,35 to 44 years,Sunset,December,2014,email,TRUE,2013,FALSE,1
3083,ADULT,5,5,20 to 24 years,North Beach,June,2016,email,TRUE,2016,FALSE,3
3084,ADULT,3,0,55 to 59 years,Excelsior,November,2015,email,TRUE,2009,FALSE,
3085,ADULT,48,24,55 to 59 years,Richmond,June,2016,email,TRUE,2015,FALSE,
3086,ADULT,46,0,25 to 34 years,Portola,May,2016,email,TRUE,2015,FALSE,10
3087,ADULT,0,0,20 to 24 years,Main Library,None,None,print,FALSE,2013,FALSE,
3088,ADULT,21,17,25 to 34 years,Noe Valley/Sally Brunn,April,2016,email,TRUE,2016,FALSE,8
3089,ADULT,101,73,35 to 44 years,Mission Bay,May,2016,email,TRUE,2008,TRUE,
3090,ADULT,0,0,45 to 54 years,Ortega,October,2012,email,TRUE,2012,FALSE,4
3091,SENIOR,2,0,65 to 74 years,Chinatown,September,2006,print,FALSE,2003,FALSE,9
3092,ADULT,12,1,60 to 64 years,Western Addition,July,2016,email,TRUE,2015,FALSE,11
3093,SENIOR,113,28,65 to 74 years,West Portal,February,2014,phone,FALSE,2003,FALSE,7
3094,ADULT,411,25,60 to 64 years,Eureka Valley/Harvey Milk Memorial,June,2016,email,TRUE,2003,FALSE,8
3095,ADULT,1,0,25 to 34 years,West Portal,January,2016,email,TRUE,2008,FALSE,7
3096,ADULT,130,41,45 to 54 years,Main Library,November,2010,email,TRUE,2003,FALSE,
3097,SENIOR,215,95,65 to 74 years,Richmond,April,2016,email,TRUE,2003,FALSE,1
3098,ADULT,2,0,25 to 34 years,Main Library,June,2005,email,TRUE,2004,TRUE,9
3099,ADULT,18,18,25 to 34 years,North Beach,July,2016,email,TRUE,2014,FALSE,3
3100,ADULT,890,965,45 to 54 years,Mission,July,2016,email,TRUE,2008,FALSE,
3101,ADULT,77,13,25 to 34 years,Main Library,June,2016,email,TRUE,2009,FALSE,6
3102,ADULT,3,0,20 to 24 years,Main Library,August,2014,email,TRUE,2014,FALSE,8
3103,ADULT,326,5,35 to 44 years,Mission Bay,April,2016,email,TRUE,2012,FALSE,
3104,ADULT,11,0,20 to 24 years,Sunset,July,2014,email,TRUE,2009,FALSE,4
3105,ADULT,110,14,35 to 44 years,Mission,May,2016,email,TRUE,2003,FALSE,8
3106,ADULT,99,26,20 to 24 years,Western Addition,November,2015,email,TRUE,2003,FALSE,6
3107,VISITOR,3,0,25 to 34 years,Main Library,February,2016,email,TRUE,2016,TRUE,5
3108,SENIOR,230,17,65 to 74 years,Mission Bay,September,2013,phone,FALSE,2009,FALSE,
3109,ADULT,8,8,25 to 34 years,Eureka Valley/Harvey Milk Memorial,March,2016,email,TRUE,2005,FALSE,2
3110,ADULT,1007,199,45 to 54 years,Richmond,May,2016,phone,FALSE,2009,FALSE,1
3111,ADULT,5,0,35 to 44 years,Excelsior,July,2015,phone,FALSE,2015,FALSE,11
3112,AT USER ADULT,131,84,55 to 59 years,West Portal,August,2013,email,TRUE,2011,FALSE,6
3113,ADULT,1,0,20 to 24 years,Ocean View,August,2014,phone,FALSE,2009,FALSE,11
3114,ADULT,234,2,55 to 59 years,Eureka Valley/Harvey Milk Memorial,March,2016,email,TRUE,2005,FALSE,8
3115,ADULT,104,54,35 to 44 years,Anza,March,2016,email,TRUE,2003,FALSE,8
3116,ADULT,577,511,35 to 44 years,Sunset,June,2016,email,TRUE,2003,FALSE,8
3117,ADULT,5,4,25 to 34 years,Main Library,January,2014,email,TRUE,2009,FALSE,7
3118,ADULT,189,25,55 to 59 years,Eureka Valley/Harvey Milk Memorial,October,2013,email,TRUE,2003,FALSE,8
3119,ADULT,221,49,35 to 44 years,Eureka Valley/Harvey Milk Memorial,June,2016,email,TRUE,2012,FALSE,
3120,ADULT,1,0,25 to 34 years,Ortega,November,2012,email,TRUE,2012,FALSE,4
3121,ADULT,3,0,25 to 34 years,Richmond,October,2004,email,TRUE,2003,FALSE,1
3122,ADULT,30,0,55 to 59 years,West Portal,February,2016,print,FALSE,2014,FALSE,11
3123,ADULT,60,0,25 to 34 years,Main Library,September,2014,print,FALSE,2014,FALSE,6
3124,ADULT,2,0,20 to 24 years,Main Library,November,2014,email,TRUE,2014,FALSE,7
3125,ADULT,2,0,20 to 24 years,Main Library,November,2014,email,TRUE,2014,FALSE,7
3126,SENIOR,0,0,65 to 74 years,Anza,December,2013,email,TRUE,2013,FALSE,1
3127,ADULT,247,308,45 to 54 years,Mission Bay,November,2015,phone,FALSE,2003,TRUE,
3128,ADULT,86,1,55 to 59 years,Golden Gate Valley,July,2016,email,TRUE,2003,FALSE,
3129,ADULT,220,72,35 to 44 years,Mission,September,2012,email,TRUE,2006,TRUE,
3130,ADULT,8,0,45 to 54 years,Bayview/Linda Brooks-Burton,March,2016,email,TRUE,2014,FALSE,
3131,ADULT,118,83,20 to 24 years,Main Library,May,2016,email,TRUE,2003,FALSE,6
3132,ADULT,18,5,25 to 34 years,Mission,October,2015,email,TRUE,2012,FALSE,8
3133,ADULT,6,1,25 to 34 years,Merced,April,2009,email,TRUE,2007,FALSE,11
3134,ADULT,11,5,25 to 34 years,Main Library,August,2014,email,TRUE,2013,TRUE,
3135,SENIOR,529,478,65 to 74 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2003,FALSE,8
3136,ADULT,1,0,55 to 59 years,Marina,July,2013,email,TRUE,2013,FALSE,2
3137,ADULT,2,0,20 to 24 years,Ingleside,July,2016,email,TRUE,2014,FALSE,7
3138,STAFF,3706,5899,35 to 44 years,Mission,July,2016,email,TRUE,2003,FALSE,9
3139,ADULT,4,6,35 to 44 years,Chinatown,August,2014,email,TRUE,2014,FALSE,6
3140,ADULT,0,0,25 to 34 years,Glen Park,None,None,print,FALSE,2015,TRUE,
3141,ADULT,0,0,25 to 34 years,Glen Park,None,None,print,FALSE,2015,TRUE,
3142,ADULT,235,26,20 to 24 years,Main Library,July,2016,email,TRUE,2012,FALSE,7
3143,ADULT,2,1,20 to 24 years,Main Library,January,2016,email,TRUE,2014,FALSE,11
3144,ADULT,3,0,35 to 44 years,Main Library,October,2014,email,TRUE,2014,FALSE,5
3145,ADULT,4,0,20 to 24 years,Richmond,September,2013,email,TRUE,2011,FALSE,2
3146,ADULT,3,0,25 to 34 years,Main Library,July,2014,email,TRUE,2014,FALSE,3
3147,ADULT,10,8,25 to 34 years,Main Library,August,2014,email,TRUE,2014,FALSE,6
3148,ADULT,10,15,25 to 34 years,Sunset,July,2016,email,TRUE,2014,FALSE,4
3149,ADULT,14,21,55 to 59 years,Main Library,July,2016,email,TRUE,2016,TRUE,
3150,ADULT,2,0,25 to 34 years,Presidio,March,2016,email,TRUE,2012,TRUE,
3151,ADULT,322,18,25 to 34 years,Main Library,April,2014,email,TRUE,2010,TRUE,
3152,WELCOME,4,0,35 to 44 years,Main Library,April,2015,phone,FALSE,2008,FALSE,5
3153,SENIOR,391,17,65 to 74 years,Main Library,July,2016,email,TRUE,2003,FALSE,11
3154,ADULT,272,17,45 to 54 years,Ocean View,March,2014,phone,FALSE,2005,FALSE,4
3155,ADULT,5,3,35 to 44 years,Main Library,June,2016,email,TRUE,2005,TRUE,
3156,ADULT,1510,99,45 to 54 years,Portola,July,2016,email,TRUE,2003,FALSE,9
3157,ADULT,51,42,35 to 44 years,Glen Park,October,2015,email,TRUE,2014,FALSE,6
3158,ADULT,263,79,35 to 44 years,Ingleside,August,2014,email,TRUE,2010,FALSE,4
3159,ADULT,569,328,35 to 44 years,Main Library,March,2016,email,TRUE,2012,FALSE,7
3160,ADULT,428,60,55 to 59 years,Ortega,April,2014,email,TRUE,2003,FALSE,4
3161,SENIOR,1,0,65 to 74 years,Main Library,March,2012,phone,FALSE,2003,TRUE,
3162,ADULT,3,0,35 to 44 years,Richmond,April,2015,email,TRUE,2015,FALSE,2
3163,ADULT,0,0,60 to 64 years,Main Library,None,None,email,TRUE,2011,FALSE,8
3164,ADULT,16,14,35 to 44 years,Glen Park,August,2014,email,TRUE,2005,FALSE,8
3165,ADULT,61,1,45 to 54 years,Marina,June,2016,email,TRUE,2015,TRUE,
3166,ADULT,1,0,25 to 34 years,Sunset,November,2012,email,TRUE,2012,TRUE,
3167,ADULT,1000,401,45 to 54 years,Mission,July,2016,email,TRUE,2005,FALSE,9
3168,ADULT,24,2,35 to 44 years,Richmond,December,2014,email,TRUE,2011,FALSE,1
3169,ADULT,23,0,35 to 44 years,West Portal,September,2014,email,TRUE,2014,FALSE,7
3170,ADULT,158,6,35 to 44 years,Eureka Valley/Harvey Milk Memorial,October,2015,email,TRUE,2006,FALSE,10
3171,ADULT,3877,1518,45 to 54 years,Main Library,January,2014,phone,FALSE,2005,FALSE,8
3172,ADULT,39,24,25 to 34 years,Main Library,January,2014,email,TRUE,2010,FALSE,4
3173,ADULT,1910,465,20 to 24 years,West Portal,June,2014,email,TRUE,2003,FALSE,11
3174,SENIOR,14,0,65 to 74 years,Main Library,November,2013,phone,FALSE,2008,TRUE,
3175,ADULT,46,0,35 to 44 years,Ortega,December,2015,email,TRUE,2013,FALSE,4
3176,WELCOME,1,0,20 to 24 years,Bayview/Linda Brooks-Burton,June,2016,email,TRUE,2016,FALSE,10
3177,ADULT,325,126,20 to 24 years,Bernal Heights,June,2016,email,TRUE,2003,FALSE,9
3178,ADULT,0,0,45 to 54 years,Visitacion Valley,None,None,email,TRUE,2015,FALSE,9
3179,ADULT,13,0,25 to 34 years,Portola,January,2016,email,TRUE,2012,FALSE,10
3180,ADULT,228,175,20 to 24 years,Ingleside,July,2016,email,TRUE,2010,TRUE,
3181,ADULT,182,200,45 to 54 years,Richmond,January,2015,email,TRUE,2003,FALSE,2
3182,ADULT,89,12,25 to 34 years,Main Library,August,2014,phone,FALSE,2013,TRUE,
3183,ADULT,5,0,35 to 44 years,Park,July,2016,email,TRUE,2015,FALSE,
3184,ADULT,1,0,35 to 44 years,Eureka Valley/Harvey Milk Memorial,December,2013,email,TRUE,2013,FALSE,8
3185,ADULT,0,0,25 to 34 years,Golden Gate Valley,None,None,email,TRUE,2010,FALSE,3
3186,ADULT,55,8,25 to 34 years,Sunset,February,2016,email,TRUE,2003,FALSE,4
3187,ADULT,63,17,25 to 34 years,Ortega,June,2016,email,TRUE,2015,FALSE,4
3188,ADULT,13,3,25 to 34 years,Park,February,2014,email,TRUE,2013,FALSE,5
3189,ADULT,32,6,35 to 44 years,Mission,July,2016,email,TRUE,2014,FALSE,9
3190,ADULT,70,118,35 to 44 years,Eureka Valley/Harvey Milk Memorial,September,2013,email,TRUE,2006,FALSE,8
3191,ADULT,3382,239,60 to 64 years,North Beach,July,2016,phone,FALSE,2004,FALSE,3
3192,AT USER ADULT,51,1,65 to 74 years,Presidio,June,2016,phone,TRUE,2003,FALSE,11
3193,ADULT,11,6,20 to 24 years,Main Library,December,2012,email,TRUE,2012,FALSE,1
3194,SENIOR,0,0,65 to 74 years,Excelsior,None,None,print,FALSE,2016,FALSE,11
3195,ADULT,385,174,20 to 24 years,Chinatown,July,2015,email,TRUE,2004,FALSE,4
3196,ADULT,7,0,20 to 24 years,Main Library,June,2016,email,TRUE,2012,FALSE,6
3197,ADULT,4,0,20 to 24 years,Chinatown,July,2013,email,TRUE,2008,FALSE,4
3198,ADULT,597,501,45 to 54 years,Main Library,November,2013,email,TRUE,2007,FALSE,1
3199,ADULT,0,0,20 to 24 years,Sunset,None,None,print,FALSE,2013,TRUE,
3200,ADULT,0,0,20 to 24 years,Sunset,None,None,print,FALSE,2013,TRUE,
3201,ADULT,7,16,25 to 34 years,Main Library,April,2015,phone,FALSE,2014,FALSE,11
3202,ADULT,26,18,35 to 44 years,Sunset,June,2008,email,TRUE,2004,FALSE,4
3203,ADULT,7,0,25 to 34 years,Sunset,April,2013,email,TRUE,2011,FALSE,1
3204,ADULT,2028,2328,55 to 59 years,Sunset,July,2016,email,TRUE,2003,FALSE,4
3205,SPECIAL,18064,2268,60 to 64 years,Main Library,July,2016,phone,FALSE,2003,FALSE,
3206,ADULT,4,0,65 to 74 years,Richmond,January,2016,phone,FALSE,2015,TRUE,
3207,ADULT,357,410,25 to 34 years,Ortega,July,2016,email,TRUE,2011,FALSE,4
3208,ADULT,46,131,35 to 44 years,Main Library,October,2015,email,TRUE,2012,FALSE,5
3209,ADULT,6,3,25 to 34 years,Excelsior,November,2009,email,TRUE,2003,FALSE,11
3210,ADULT,26,12,25 to 34 years,Richmond,January,2015,email,TRUE,2011,FALSE,1
3211,ADULT,22,8,35 to 44 years,Potrero,April,2016,phone,FALSE,2013,FALSE,10
3212,ADULT,4,8,25 to 34 years,Main Library,October,2014,email,TRUE,2014,TRUE,
3213,ADULT,72,40,25 to 34 years,Merced,December,2015,phone,TRUE,2004,TRUE,
3214,ADULT,348,44,45 to 54 years,Western Addition,June,2016,email,TRUE,2003,FALSE,
3215,ADULT,99,161,25 to 34 years,Chinatown,July,2016,email,TRUE,2010,FALSE,
3216,ADULT,1,0,20 to 24 years,Anza,October,2011,email,TRUE,2011,FALSE,
3217,ADULT,4,3,35 to 44 years,Western Addition,May,2014,email,TRUE,2013,FALSE,
3218,ADULT,10,4,25 to 34 years,Chinatown,December,2013,email,TRUE,2013,FALSE,3
3219,ADULT,5,12,25 to 34 years,Main Library,February,2016,email,TRUE,2014,FALSE,6
3220,SENIOR,44,7,65 to 74 years,West Portal,May,2016,phone,FALSE,2003,FALSE,7
3221,ADULT,9,16,25 to 34 years,Park,March,2015,email,TRUE,2014,FALSE,5
3222,ADULT,38,0,45 to 54 years,Park,June,2015,email,TRUE,2014,FALSE,5
3223,ADULT,76,46,25 to 34 years,Ingleside,July,2016,email,TRUE,2013,FALSE,4
3224,ADULT,13,4,25 to 34 years,Western Addition,April,2015,email,TRUE,2014,FALSE,5
3225,ADULT,243,121,35 to 44 years,Unknown,July,2016,email,TRUE,2005,FALSE,7
3226,ADULT,163,1,45 to 54 years,Chinatown,July,2016,email,TRUE,2014,FALSE,
3227,ADULT,0,0,45 to 54 years,Main Library,None,None,phone,TRUE,2009,FALSE,6
3228,ADULT,2,3,35 to 44 years,Main Library,January,2015,email,TRUE,2014,FALSE,3
3229,SENIOR,25,8,65 to 74 years,Main Library,January,2015,print,FALSE,2003,FALSE,4
3230,ADULT,195,46,60 to 64 years,Glen Park,January,2016,phone,TRUE,2003,FALSE,8
3231,ADULT,296,82,35 to 44 years,Portola,July,2016,email,TRUE,2011,FALSE,9
3232,ADULT,57,3,35 to 44 years,Merced,January,2016,email,TRUE,2015,FALSE,7
3233,ADULT,5,0,20 to 24 years,Mission,December,2015,email,TRUE,2015,FALSE,9
3234,ADULT,54,112,25 to 34 years,Mission,March,2014,email,TRUE,2012,FALSE,9
3235,ADULT,5,0,45 to 54 years,Bernal Heights,July,2013,print,FALSE,2010,FALSE,9
3236,ADULT,48,7,45 to 54 years,Main Library,January,2013,print,FALSE,2003,FALSE,8
3237,ADULT,251,134,25 to 34 years,Glen Park,June,2016,email,TRUE,2011,FALSE,8
3238,ADULT,43,14,25 to 34 years,Golden Gate Valley,September,2014,email,TRUE,2013,FALSE,3
3239,ADULT,18,2,25 to 34 years,Richmond,June,2016,email,TRUE,2016,FALSE,1
3240,ADULT,37,0,20 to 24 years,West Portal,October,2013,email,TRUE,2012,FALSE,7
3241,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3242,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3243,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3244,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3245,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3246,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3247,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3248,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3249,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3250,ADULT,0,0,45 to 54 years,Main Library,None,None,print,FALSE,2016,TRUE,
3251,ADULT,2,0,45 to 54 years,Main Library,January,2014,email,TRUE,2013,FALSE,5
3252,ADULT,45,23,45 to 54 years,West Portal,August,2015,email,TRUE,2010,FALSE,
3253,ADULT,171,9,45 to 54 years,Glen Park,December,2015,email,TRUE,2009,FALSE,8
3254,ADULT,1,1,20 to 24 years,Main Library,May,2016,email,TRUE,2016,FALSE,1
3255,WELCOME,1,0,25 to 34 years,Main Library,February,2014,email,TRUE,2014,FALSE,
3256,ADULT,13,2,35 to 44 years,Noe Valley/Sally Brunn,May,2013,email,TRUE,2005,FALSE,8
3257,SENIOR,5,0,65 to 74 years,North Beach,January,2015,email,TRUE,2014,FALSE,3
3258,ADULT,5,8,35 to 44 years,Eureka Valley/Harvey Milk Memorial,June,2016,email,TRUE,2010,FALSE,8
3259,ADULT,399,186,35 to 44 years,Portola,July,2016,email,TRUE,2011,FALSE,9
3260,ADULT,327,453,60 to 64 years,Chinatown,January,2015,email,TRUE,2003,FALSE,11
3261,SENIOR,51,3,65 to 74 years,Main Library,July,2016,email,TRUE,2011,FALSE,3
3262,SENIOR,688,55,65 to 74 years,Chinatown,July,2016,email,TRUE,2003,TRUE,
3263,ADULT,11,3,55 to 59 years,Anza,March,2016,phone,FALSE,2005,FALSE,7
3264,ADULT,870,54,55 to 59 years,Main Library,January,2014,email,TRUE,2003,FALSE,11
3265,ADULT,47,12,60 to 64 years,Bernal Heights,July,2016,email,TRUE,2004,FALSE,9
3266,ADULT,24,4,20 to 24 years,Main Library,May,2016,phone,TRUE,2004,FALSE,
3267,ADULT,54,12,45 to 54 years,Richmond,May,2016,email,TRUE,2003,FALSE,2
3268,ADULT,1369,412,35 to 44 years,Sunset,February,2014,phone,FALSE,2010,FALSE,4
3269,ADULT,424,85,45 to 54 years,Anza,July,2013,email,TRUE,2005,FALSE,1
3270,ADULT,18,2,25 to 34 years,Western Addition,March,2016,email,TRUE,2015,FALSE,5
3271,ADULT,22,0,25 to 34 years,Main Library,July,2014,email,TRUE,2013,FALSE,6
3272,ADULT,95,12,35 to 44 years,Glen Park,July,2016,email,TRUE,2003,FALSE,
3273,ADULT,7,21,55 to 59 years,Golden Gate Valley,November,2015,email,TRUE,2015,TRUE,
3274,ADULT,32,36,25 to 34 years,Anza,March,2014,email,TRUE,2013,FALSE,1
3275,WELCOME,0,0,45 to 54 years,Mission,None,None,email,TRUE,2016,TRUE,
3276,WELCOME,0,0,45 to 54 years,Mission,None,None,email,TRUE,2016,TRUE,
3277,SENIOR,38,2,65 to 74 years,Presidio,May,2014,phone,FALSE,2003,FALSE,10
3278,ADULT,630,561,45 to 54 years,Ortega,July,2013,email,TRUE,2003,FALSE,4
3279,SENIOR,103,157,65 to 74 years,Western Addition,July,2016,email,TRUE,2012,TRUE,
3280,ADULT,36,23,35 to 44 years,Mission,October,2015,print,FALSE,2003,FALSE,5
3281,ADULT,46,43,35 to 44 years,Main Library,November,2013,email,TRUE,2012,FALSE,2
3282,ADULT,1,0,25 to 34 years,Sunset,December,2014,email,TRUE,2014,FALSE,4
3283,ADULT,9,1,25 to 34 years,Main Library,July,2013,print,FALSE,2010,FALSE,4
3284,ADULT,6,6,25 to 34 years,Main Library,July,2016,email,TRUE,2014,FALSE,4
3285,ADULT,281,1071,60 to 64 years,Parkside,April,2013,email,TRUE,2009,FALSE,7
3286,SENIOR,24,9,65 to 74 years,Richmond,July,2016,email,TRUE,2003,FALSE,2
3287,ADULT,3,0,45 to 54 years,Chinatown,June,2014,email,TRUE,2014,TRUE,
3288,SENIOR,20,6,65 to 74 years,Chinatown,June,2013,email,TRUE,2013,TRUE,
3289,ADULT,6,0,20 to 24 years,Bernal Heights,August,2013,email,TRUE,2012,FALSE,10
3290,ADULT,0,0,25 to 34 years,Potrero,None,None,print,FALSE,2014,TRUE,
3291,ADULT,27,31,35 to 44 years,Mission Bay,August,2015,phone,TRUE,2014,FALSE,6
3292,ADULT,1352,1421,45 to 54 years,Ortega,July,2016,email,TRUE,2003,FALSE,7
3293,ADULT,83,79,45 to 54 years,Glen Park,June,2013,email,TRUE,2008,FALSE,9
3294,ADULT,32,43,25 to 34 years,Potrero,May,2015,email,TRUE,2009,TRUE,
3295,ADULT,12,19,35 to 44 years,Western Addition,May,2014,email,TRUE,2009,FALSE,2
3296,ADULT,119,23,35 to 44 years,Western Addition,August,2015,email,TRUE,2007,FALSE,5
3297,ADULT,23,42,45 to 54 years,Bayview/Linda Brooks-Burton,January,2016,email,TRUE,2015,TRUE,
3298,ADULT,1,0,35 to 44 years,Bernal Heights,August,2013,phone,FALSE,2013,FALSE,9
3299,ADULT,36,50,25 to 34 years,Main Library,May,2016,email,TRUE,2014,FALSE,7
3300,ADULT,30,21,25 to 34 years,Ingleside,July,2013,email,TRUE,2010,FALSE,7
3301,ADULT,205,124,35 to 44 years,Ortega,May,2016,email,TRUE,2003,FALSE,8
3302,ADULT,2,1,45 to 54 years,Marina,November,2010,email,TRUE,2009,FALSE,10
3303,ADULT,0,0,35 to 44 years,Sunset,None,None,email,TRUE,2007,TRUE,
3304,ADULT,4,0,55 to 59 years,Bernal Heights,October,2013,print,FALSE,2013,FALSE,11
3305,ADULT,36,1,45 to 54 years,Marina,September,2014,email,TRUE,2011,FALSE,2
3306,ADULT,206,63,20 to 24 years,Bayview/Linda Brooks-Burton,August,2015,email,TRUE,2005,FALSE,10
3307,ADULT,2326,900,20 to 24 years,Excelsior,June,2016,phone,FALSE,2003,FALSE,11
3308,ADULT,220,128,55 to 59 years,Richmond,February,2016,email,TRUE,2003,FALSE,1
3309,ADULT,9,0,35 to 44 years,Main Library,November,2013,email,TRUE,2012,FALSE,
3310,ADULT,3,2,25 to 34 years,Sunset,May,2014,email,TRUE,2014,FALSE,5
3311,ADULT,12,4,25 to 34 years,Marina,June,2015,email,TRUE,2011,FALSE,8
3312,ADULT,2045,2729,25 to 34 years,Portola,June,2016,email,TRUE,2003,FALSE,9
3313,ADULT,88,11,25 to 34 years,West Portal,May,2016,email,TRUE,2009,FALSE,4
3314,ADULT,1,0,20 to 24 years,Portola,May,2015,email,TRUE,2015,FALSE,10
3315,ADULT,1,0,25 to 34 years,Sunset,January,2016,email,TRUE,2013,FALSE,7
3316,ADULT,1,0,20 to 24 years,Noe Valley/Sally Brunn,January,2015,email,TRUE,2014,FALSE,6
3317,ADULT,0,0,20 to 24 years,Potrero,None,None,phone,TRUE,2015,TRUE,
3318,ADULT,126,11,45 to 54 years,Marina,January,2016,email,TRUE,2003,FALSE,2
3319,ADULT,53,18,35 to 44 years,Park,July,2016,email,TRUE,2010,FALSE,11
3320,ADULT,36,0,35 to 44 years,West Portal,May,2014,email,TRUE,2012,FALSE,9
3321,ADULT,14,26,35 to 44 years,Bernal Heights,June,2016,email,TRUE,2012,FALSE,7
3322,ADULT,7,22,35 to 44 years,Main Library,May,2016,email,TRUE,2013,TRUE,
3323,ADULT,7,6,35 to 44 years,Main Library,December,2014,email,TRUE,2012,FALSE,6
3324,ADULT,7,0,25 to 34 years,Bayview/Linda Brooks-Burton,November,2014,email,TRUE,2014,FALSE,9
3325,WELCOME,1,0,25 to 34 years,Bernal Heights,November,2015,print,FALSE,2015,FALSE,8
3326,ADULT,74,72,25 to 34 years,Main Library,April,2016,email,TRUE,2015,TRUE,
3327,ADULT,270,102,20 to 24 years,Mission,October,2014,email,TRUE,2003,FALSE,9
3328,ADULT,8,14,20 to 24 years,Main Library,March,2015,email,TRUE,2014,FALSE,8
3329,ADULT,379,127,20 to 24 years,Chinatown,December,2014,email,TRUE,2006,FALSE,10
3330,ADULT,193,37,45 to 54 years,Noe Valley/Sally Brunn,April,2011,print,FALSE,2004,FALSE,8
3331,ADULT,19,0,20 to 24 years,Park,August,2015,email,TRUE,2014,TRUE,
3332,ADULT,18,0,20 to 24 years,Ingleside,May,2016,email,TRUE,2016,FALSE,7
3333,ADULT,163,159,45 to 54 years,Mission,July,2016,email,TRUE,2003,FALSE,
3334,ADULT,6,5,55 to 59 years,Glen Park,December,2005,print,FALSE,2004,FALSE,11
3335,WELCOME,0,0,55 to 59 years,Mission Bay,None,None,email,TRUE,2010,FALSE,6
3336,ADULT,28,3,35 to 44 years,Mission Bay,August,2014,email,TRUE,2010,FALSE,6
3337,ADULT,33,1,25 to 34 years,Parkside,September,2013,email,TRUE,2013,FALSE,1
3338,ADULT,115,134,55 to 59 years,Richmond,April,2014,phone,FALSE,2009,FALSE,4
3339,ADULT,162,100,55 to 59 years,Main Library,November,2015,email,TRUE,2003,FALSE,8
3340,ADULT,19,0,25 to 34 years,Western Addition,December,2014,phone,FALSE,2011,FALSE,
3341,ADULT,217,243,20 to 24 years,Ocean View,July,2013,print,FALSE,2003,FALSE,11
3342,ADULT,250,34,35 to 44 years,Western Addition,April,2016,email,TRUE,2004,FALSE,5
3343,ADULT,4,0,55 to 59 years,Bayview/Linda Brooks-Burton,November,2015,email,TRUE,2015,FALSE,2
3344,ADULT,26,7,20 to 24 years,Main Library,July,2016,email,TRUE,2016,TRUE,
3345,ADULT,2,0,25 to 34 years,Mission Bay,February,2013,email,TRUE,2013,FALSE,
3346,WELCOME,1,0,45 to 54 years,Main Library,March,2014,phone,FALSE,2013,FALSE,6
3347,ADULT,1,0,45 to 54 years,Main Library,December,2014,email,TRUE,2014,TRUE,
3348,ADULT,9,0,25 to 34 years,Sunset,November,2014,email,TRUE,2011,FALSE,5
3349,SENIOR,107,22,65 to 74 years,Main Library,December,2014,print,TRUE,2003,FALSE,8
3350,ADULT,2,0,25 to 34 years,Park,November,2013,email,TRUE,2013,FALSE,5
3351,ADULT,2,0,25 to 34 years,Park,November,2013,email,TRUE,2013,FALSE,5
3352,ADULT,66,14,55 to 59 years,North Beach,May,2016,email,TRUE,2007,FALSE,3
3353,ADULT,585,138,45 to 54 years,Chinatown,February,2016,email,TRUE,2008,FALSE,3
3354,ADULT,816,625,25 to 34 years,Sunset,July,2016,email,TRUE,2003,FALSE,5
3355,SENIOR,203,127,65 to 74 years,Bernal Heights,May,2016,email,TRUE,2003,FALSE,9
3356,ADULT,8,11,35 to 44 years,Glen Park,October,2014,email,TRUE,2012,FALSE,5
3357,VISITOR,9,0,35 to 44 years,Mission Bay,December,2013,email,TRUE,2013,FALSE,
3358,ADULT,200,5,25 to 34 years,Merced,May,2016,email,TRUE,2011,FALSE,11
3359,ADULT,30,4,55 to 59 years,Main Library,July,2016,email,TRUE,2009,FALSE,5
3360,ADULT,432,190,60 to 64 years,Main Library,July,2016,email,TRUE,2003,FALSE,4
